,asa_id,name,latest_transfer_date,tx_id,staked_date,not_moved_days,staked_days,eligible
0,326189642,Al Goanna 001,2021-11-09 01:58:34,SM3EVD7EVB7URTQRIVYD5EM2TCUTR3TXMFXVFBB7LXY4WPZYVIDA,2021-11-13 00:17:00,29,25,No
